,NEW,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,TTC,U_AGENT_EXECUTING,U_AGENT_QUEUING,U_AGENT_QUEUING_EXEC,U_AGENT_SCHEDULING,U_UMGR_BINDING,U_UMGR_SCHEDULING,experiment,ncore,ncore_active,nhost,npilot,npilot_active,nunit,nunit_done,nunit_failed,sid
rp.session.titan-ext2.aleang9.017271.0000,4.53540015221,934.53399992,3574.43390012,30.8461999893,0.00160002708435,0.159600019455,4590.38429999,2130.20880008,139.379410028,236.515191317,346.445706129,3.45159983635,36.7940001488,exp1,8208,8208,1,1,1,8192,1056,7136,rp.session.titan-ext2.aleang9.017271.0000
rp.session.titan-ext2.aleang9.017268.0012,4.33520007133,1954.52660012,3586.18210006,39.2468998432,0.00170016288757,0.115399837494,5597.23959994,1050.68079996,5.49259996414,20.1310997009,4.18219947815,0.353399991989,6.10340023041,exp1,1040,1040,1,1,1,1024,1008,16,rp.session.titan-ext2.aleang9.017268.0012
rp.session.titan-ext2.aleang9.017268.0015,4.13510012627,2032.13870001,3564.35019994,38.8991999626,0.00170016288757,0.129499912262,5655.45570016,1463.6020999,0.570202589035,31.3334999084,5.14079999924,0.35790014267,6.13419985771,exp1,1040,1040,1,1,1,1024,1008,16,rp.session.titan-ext2.aleang9.017268.0015
rp.session.titan-ext2.aleang9.017268.0018,4.36479997635,37709.0492001,3585.36679983,42.2493999004,0.00209999084473,0.116500139236,41354.2465999,1072.91750002,9.06059980392,39.815199852,7.14429974556,0.712000131607,8.7390999794,exp1,2064,2064,1,1,1,2048,1024,1024,rp.session.titan-ext2.aleang9.017268.0018
rp.session.titan-ext6.aleang9.017266.0011,4.17549991608,353.96329999,1149.13230014,30.8382000923,0.00209999084473,0.120699882507,1540.0302,1042.87400007,0.21280002594,9.20899987221,0.985999822617,0.171800136566,2.82620000839,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017266.0011
rp.session.titan-ext5.aleang9.017261.0050,4.15499997139,113.694900036,1200.38820004,38.1579999924,0.00150012969971,0.131699800491,1358.00999999,1061.16129994,0.270301818848,19.5412998199,6.54749751091,0.168599843979,3.8368999958,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0050
rp.session.titan-ext6.aleang9.017267.0002,4.33070015907,277.801500082,1100.38190007,31.1355998516,0.00180006027222,0.138600111008,1414.99150014,1050.18990016,0.279399394989,13.1162993908,0.346698284149,0.173099994659,2.62980008125,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017267.0002
rp.session.titan-ext5.aleang9.017261.0038,4.20670008659,95.1812000275,1100.05320001,34.6070001125,0.00160002708435,0.115299940109,1235.48120022,1082.88259983,2.55789971352,9.62670063972,9.98340034485,0.167900085449,3.82089996338,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0038
rp.session.titan-ext5.aleang9.017261.0039,3.93349981308,127.223599911,1195.21510005,35.1121001244,0.00179982185364,0.123900175095,1363.81439996,1042.60740018,0.304099559784,9.38640022278,1.26310062408,0.171899795532,3.90140008926,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0039
rp.session.titan-ext6.aleang9.017267.0010,4.09100031853,322.227100134,1101.07389998,32.5135998726,0.00200009346008,0.119299888611,1462.12810016,1039.71500015,0.266800165176,12.8588998318,0.35099864006,0.178000211716,2.4998998642,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017267.0010
rp.session.titan-ext5.aleang9.017261.0032,3.8765001297,77.5578000546,1305.02909994,33.8871998787,0.00169992446899,0.115700006485,1421.87360001,1093.35249996,0.321299552917,9.47270011902,1.27029967308,0.174800157547,4.02389979362,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0032
rp.session.titan-ext5.aleang9.017261.0033,3.99090003967,78.3881998062,1200.13510013,34.2024002075,0.00169992446899,0.11579990387,1318.71370006,1093.64579988,2.64239811897,10.7139995098,0.287397146225,0.170300006866,3.91329979897,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0033
rp.session.titan-ext6.aleang9.017267.0000,4.03319978714,283.650599957,1100.00520015,31.2914998531,0.00180006027222,0.125600099564,1420.86739993,1044.68560004,0.296799659729,13.443500042,3.05299949646,0.172699928284,2.72460007668,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017267.0000
rp.session.titan-ext5.aleang9.017261.0031,5.10520005226,394.099600077,1099.95729995,33.5799000263,0.00149989128113,0.113300085068,1534.99489999,1049.07640004,0.251200914383,16.551199913,2.87009954453,0.172399997711,3.82570004463,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0031
rp.session.titan-ext5.aleang9.017261.0036,4.43560004234,134.652400017,1187.82010007,34.9535999298,0.00170016288757,0.109999895096,1363.36170006,1040.60240006,0.323499917984,9.4773004055,1.33290052414,0.171900033951,3.04909992218,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0036
rp.session.titan-ext5.aleang9.017261.0037,3.98279976845,72.7539999485,1201.1006999,34.736000061,0.00149989128113,0.11510014534,1314.66869998,1105.12849998,0.299399852753,12.7682020664,8.10509967804,0.172800064087,2.61199998856,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0037
rp.session.titan-ext5.aleang9.017261.0034,4.09920024872,168.272500038,1099.55309987,34.6816000938,0.00149989128113,0.115200042725,1308.92989993,1049.45499992,0.260400056839,12.3285005093,0.324696063995,0.171100139618,3.7796998024,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0034
rp.session.titan-ext5.aleang9.017261.0035,4.19029998779,72.5613999367,1200.50559998,34.6851000786,0.00150012969971,0.109899997711,1313.76240015,1102.15160012,2.45580244064,10.4186005592,8.29289770126,0.175800085068,4.00760006905,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0035
rp.session.titan-ext5.aleang9.017261.0003,4.3329000473,95.3932001591,1100.5855999,29.7604999542,0.00160002708435,0.117699861526,1231.96490002,1084.8500998,7.63680052757,13.2490007877,2.85169887543,0.167500019073,3.8966999054,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0003
rp.session.titan-ext5.aleang9.017261.0002,3.92170000076,294.571099997,1100.64520001,31.1624000072,0.00180006027222,0.115999937057,1431.84680009,1053.9138,3.08069992065,21.6917998791,3.78220057487,0.176300048828,5.12609982491,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0002
rp.session.titan-ext6.aleang9.017267.0031,4.27839994431,796.58190012,1100.7336998,38.9616000652,0.00169992446899,0.115099906921,1942.68339992,1046.06010008,0.278799057007,16.594700098,3.13639974594,0.182600021362,2.66050004959,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017267.0031
rp.session.titan-ext5.aleang9.017261.0000,3.98449993134,92.8974997997,1100.48600006,30.0006999969,0.00170016288757,0.115299940109,1229.3743999,1086.8512001,6.01090097427,22.2888987064,12.0158998966,0.169300079346,2.70249986649,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0000
rp.session.titan-ext2.aleang9.017268.0033,4.86249995232,56505.4739001,3573.87749982,43.5657000542,0.00189995765686,0.133599996567,60141.3127,1055.2802999,1.08669567108,41.3306000233,8.94509983063,1.49319982529,11.2415001392,exp1,2064,2064,1,1,1,2048,1008,1040,rp.session.titan-ext2.aleang9.017268.0033
rp.session.titan-ext6.aleang9.017267.0036,4.19849991798,72.6916999817,1201.00489998,35.8940999508,0.00209999084473,0.121099948883,1315.83290005,1097.38820004,0.290799856186,14.1394999027,8.85220050812,0.179800033569,3.36890006065,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017267.0036
rp.session.titan-ext6.aleang9.017267.0035,4.36820006371,107.959599972,1154.77629995,35.8145999908,0.00160002708435,0.120900154114,1305.00830007,1059.23909998,0.233700275421,8.76020050049,0.974999904633,0.182299852371,2.60630011559,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017267.0035
rp.session.titan-ext5.aleang9.017261.0004,3.97079992294,78.8863999844,1303.71210003,29.956499815,0.00180006027222,0.140200138092,1418.73360014,1105.74189997,0.333099603653,9.16029953957,1.33100008965,0.17409992218,3.90750002861,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0004
rp.session.titan-ext6.aleang9.017267.0006,4.13240003586,270.85439992,1172.03740025,143.020299911,0.00189995765686,0.118900060654,1591.98109984,1040.38329983,0.216000080109,9.11699986458,0.991100072861,0.185100078583,2.22339987755,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017267.0006
rp.session.titan-ext6.aleang9.017267.0014,4.33749985695,263.692699909,1100.07980013,33.1517000198,0.00209999084473,0.130000114441,1402.89569998,1040.94390011,0.269098758698,13.4328999519,2.94160032272,0.17610001564,2.51370000839,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017267.0014
rp.session.titan-ext6.aleang9.017269.0000,4.53959989548,3653.42439985,3572.89630008,38.9356999397,0.00180006027222,0.109800100327,7287.50970006,1069.54909992,9.18840003014,46.6443998814,9.83649945259,0.675299882889,14.7179999352,exp1,2064,2064,1,1,1,2048,1024,1024,rp.session.titan-ext6.aleang9.017269.0000
rp.session.titan-ext6.aleang9.017269.0002,4.72059988976,3639.71469998,3584.47819996,35.0875999928,0.00180006027222,0.115499973297,7278.38879991,1065.32330012,1.05999398232,46.703199625,11.4126000404,0.682699918747,11.9377999306,exp1,2064,2064,1,1,1,2048,1024,1024,rp.session.titan-ext6.aleang9.017269.0002
rp.session.titan-ext6.aleang9.017269.0004,4.49609994888,5789.31490016,3599.86419988,35.4008998871,0.00169992446899,0.124900102615,9458.1716001,1070.85549998,2.22640252113,92.5086004734,36.3000998497,2.53699994087,22.1319000721,exp1,4112,4112,1,1,1,4096,1023,3073,rp.session.titan-ext6.aleang9.017269.0004
rp.session.titan-ext6.aleang9.017267.0004,4.17339992523,305.859899998,1101.23000002,31.7148001194,0.00180006027222,0.136299848557,1444.97009993,1044.97340012,0.253101348877,14.1807000637,3.12679982185,0.17610001564,2.29359984398,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017267.0004
rp.session.titan-ext5.aleang9.017260.0006,4.42000007629,186.740400076,1195.84759974,29.5885000229,0.00170016288757,0.116699934006,1418.35240006,1039.59190011,0.143199920654,4.88459992409,0.57590007782,0.0831000804901,1.79800009727,exp1,272,272,1,1,1,256,256,0,rp.session.titan-ext5.aleang9.017260.0006
rp.session.titan-ext6.aleang9.017268.0025,4.24360013008,2076.72510004,1169.96959996,41.2107999325,0.00160002708435,0.109799861908,3293.3736999,1064.85309982,0.552800178528,21.3378999233,5.08640003204,0.348399877548,4.35960006714,exp1,1040,1040,1,1,1,1024,1024,0,rp.session.titan-ext6.aleang9.017268.0025
rp.session.titan-ext2.aleang9.017269.0005,5.15700006485,3597.22179985,3632.67840004,42.3618001938,0.00209999084473,0.115599870682,7296.20280004,1093.07280016,20.8994991779,64.0448997021,25.0267999172,1.90160012245,12.281899929,exp1,4112,4112,1,1,1,4096,1008,3088,rp.session.titan-ext2.aleang9.017269.0005
rp.session.titan-ext2.aleang9.017269.0007,4.54130005836,13949.2110999,3587.4072001,37.1212000847,0.0019998550415,0.140100002289,17600.5644,1126.41020012,2.35889673233,76.6480996609,18.6989998817,1.75300002098,13.7730998993,exp1,4112,4112,1,1,1,4096,1024,3072,rp.session.titan-ext2.aleang9.017269.0007
rp.session.titan-ext2.aleang9.017269.0001,4.58599996567,3639.5237,3585.15249991,35.1452000141,0.00190019607544,0.11629986763,7277.52040005,1061.06940007,1.07880401611,42.2810997963,8.96979999542,0.688600063324,14.7828998566,exp1,2064,2064,1,1,1,2048,1008,1040,rp.session.titan-ext2.aleang9.017269.0001
rp.session.titan-ext2.aleang9.017270.0000,4.69749999046,40923.8736,3554.76569986,52.9031000137,0.00189995765686,0.113300085068,44600.4501998,1073.97950006,5.08071303368,176.963400126,66.5934998989,4.23790001869,29.0173001289,exp1,8208,8208,1,1,1,8192,1024,7168,rp.session.titan-ext2.aleang9.017270.0000
rp.session.titan-ext2.aleang9.017269.0003,4.28250002861,5780.45550013,3614.8197,34.3362998962,0.00150012969971,0.124699831009,9458.06559992,1106.34660006,19.5782999992,75.973700285,14.9889998436,2.22440004349,21.6631000042,exp1,4112,4112,1,1,1,4096,1008,3088,rp.session.titan-ext2.aleang9.017269.0003
rp.session.titan-ext6.aleang9.017267.0033,4.14359974861,392.231400013,1100.50550008,35.9077000618,0.0019998550415,0.148300170898,1534.14489985,1041.67209983,0.275700330734,15.9021000862,3.10879993439,0.18230009079,2.59109997749,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017267.0033
rp.session.titan-ext6.aleang9.017266.0009,4.13070011139,402.864099979,1100.48600006,34.6033000946,0.00169992446899,0.121299982071,1543.44050002,1049.89289999,0.371496677399,12.8726997375,3.32839989662,0.185600042343,3.05719995499,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017266.0009
rp.session.titan-ext6.aleang9.017269.0006,4.32539987564,10437.8543999,3595.31080008,40.853000164,0.00179982185364,0.116600036621,14096.3948998,1077.74659991,2.33420300484,99.629999876,38.6402001381,2.65869998932,18.2166998386,exp1,4112,4112,1,1,1,4096,1024,3072,rp.session.titan-ext6.aleang9.017269.0006
rp.session.titan-ext6.aleang9.017267.0012,4.02360010147,289.016600132,1099.65939999,32.5262999535,0.00209999084473,0.161400079727,1426.76979995,1044.88990021,3.25939965248,13.8242995739,0.339402675629,0.179699897766,2.37140011787,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017267.0012
rp.session.titan-ext6.aleang9.017266.0005,4.15799999237,984.487799883,1100.03130007,40.6330001354,0.0019998550415,0.156100034714,2131.31870008,1045.18099999,2.94740009308,12.4663002491,2.96770000458,0.171499967575,2.25720000267,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017266.0005
rp.session.titan-ext6.aleang9.017266.0007,4.18549990654,315.45449996,1100.62450004,29.5373001099,0.00239992141724,0.117300033569,1451.30250001,1046.41289997,0.301299095154,13.7836997509,3.11740040779,0.179899930954,3.91630005836,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017266.0007
rp.session.titan-ext6.aleang9.017266.0001,4.21330022812,1658.78319979,1166.93960023,29.3215999603,0.00200009346008,0.115000009537,2860.81130004,1041.73909998,0.211600065231,9.26460003853,0.994600057602,0.179800033569,2.41399979591,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017266.0001
rp.session.titan-ext2.aleang9.017268.0001,4.11820006371,2760.51359987,3562.22150016,36.0046999454,0.00160002708435,0.115200042725,6377.27699995,1058.50279999,0.539298772812,19.6507999897,5.0664999485,0.350699901581,4.05970001221,exp1,1040,1040,1,1,1,1024,1008,16,rp.session.titan-ext2.aleang9.017268.0001
rp.session.titan-ext6.aleang9.017268.0029,4.57650017738,82882.8107998,3639.12759995,43.5336000919,0.00150012969971,0.189099788666,86585.2876,1066.65129995,9.09010004997,44.7805998325,8.87730026245,0.689900159836,8.96239995956,exp1,2064,2064,1,1,1,2048,1024,1024,rp.session.titan-ext6.aleang9.017268.0029
rp.session.titan-ext6.aleang9.017267.0018,4.06109976768,306.926800013,1196.05040002,34.2151999474,0.00180006027222,0.131400108337,1542.94429994,1039.05129981,0.210500001907,9.16289997101,1.00659990311,0.179600000381,2.4986000061,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017267.0018
rp.session.titan-ext6.aleang9.017266.0003,4.15949988365,1898.60359979,1100.49180007,29.9659001827,0.00179982185364,0.121000051498,3034.87139988,1048.26279998,3.35649991035,11.3669998646,0.268801689148,0.183199882507,2.72040009499,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017266.0003
rp.session.titan-ext5.aleang9.017261.0049,4.05069994926,129.077800035,1099.83010006,36.6568000317,0.00159978866577,0.109800100327,1271.7874999,1052.45190001,0.278099536896,11.1461002827,3.78380036354,0.174299955368,4.15300011635,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0049
rp.session.titan-ext5.aleang9.017261.0048,4.1454000473,162.42869997,1101.00979996,36.4280998707,0.00180006027222,0.115700006485,1305.68580008,1042.81629992,0.258300304413,16.5733008385,2.87680006027,0.176000118256,2.87599992752,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0048
rp.session.titan-ext5.aleang9.017261.0047,5.60600018501,117.288599968,1100.977,35.9505000114,0.00180006027222,0.136299848557,1261.82980013,1080.87090015,0.255295991898,6.41220164299,2.3315987587,0.166199922562,3.73390007019,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0047
rp.session.titan-ext5.aleang9.017261.0046,3.94120001793,125.961899996,1100.86170006,36.4582998753,0.00150012969971,0.12099981308,1268.57119989,1071.52150011,2.81830024719,12.5991990566,2.14099931717,0.173799991608,3.82519984245,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0046
rp.session.titan-ext5.aleang9.017261.0045,3.95650005341,84.5181000233,1200.5467999,35.4725000858,0.00139999389648,0.113099813461,1325.91359997,1090.24580002,8.77839994431,6.71189928055,10.5963015556,0.175199985504,3.97839999199,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0045
rp.session.titan-ext5.aleang9.017261.0044,3.93919992447,172.797499895,1100.88830018,35.4126999378,0.00150012969971,0.117599964142,1314.69910002,1047.92999983,0.260597705841,16.1323001385,2.9655995369,0.169800043106,3.68840003014,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0044
rp.session.titan-ext5.aleang9.017261.0043,4.02219986916,180.062299967,1100.76060009,36.1963999271,0.00150012969971,0.113199949265,1322.70469999,1044.40890002,0.259300947189,17.5800001621,3.1265001297,0.170399904251,3.89800000191,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0043
rp.session.titan-ext5.aleang9.017261.0042,4.34899997711,73.2620000839,1200.76419997,35.4453999996,0.00169992446899,0.115400075912,1315.76119995,1118.26049995,2.56999969482,4.35700154305,14.9320957661,0.16890001297,3.80150008202,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0042
rp.session.titan-ext5.aleang9.017261.0041,3.95149993896,69.3043000698,1253.11570001,35.0660998821,0.00180006027222,0.115400075912,1362.9131,1103.00969982,0.52379989624,8.99449968338,1.30269932747,0.173099994659,4.06629991531,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0041
rp.session.titan-ext5.aleang9.017261.0040,3.90870022774,74.4221999645,1200.40219998,35.2368001938,0.00169992446899,0.121200084686,1315.69550014,1098.43369985,2.31029868126,11.5616006851,24.3657000065,0.16939997673,3.69749999046,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0040
rp.session.titan-ext6.aleang9.017267.0024,4.24140000343,2096.15040016,1099.83359981,34.3301999569,0.00189995765686,0.318200111389,3236.94429994,1042.31389999,0.260200500488,13.2502000332,2.88919997215,0.188600063324,2.38199996948,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017267.0024
rp.session.titan-ext6.aleang9.017268.0016,4.19390010834,10604.8413,1200.51699996,41.043900013,0.00160002708435,0.118099927902,11852.4733,1067.57940006,0.503490686417,25.2158999443,4.81760001183,0.351999998093,6.04520010948,exp1,1040,1040,1,1,1,1024,1024,0,rp.session.titan-ext6.aleang9.017268.0016
rp.session.titan-ext5.aleang9.017261.0017,3.93390011787,74.2085001469,1200.24039984,33.5553998947,0.00180006027222,0.115099906921,1313.71799994,1099.39709997,3.44290184975,4.3234000206,8.95560073853,0.168099880219,2.69470000267,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext5.aleang9.017261.0017
rp.session.titan-ext6.aleang9.017267.0020,5.03779983521,186.656700134,1100.64529991,33.8980000019,0.00189995765686,0.109699964523,1327.5388999,1043.63779998,3.36769986153,12.1716001034,0.297899246216,0.184200048447,2.49279999733,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017267.0020
rp.session.titan-ext6.aleang9.017267.0022,4.1359000206,264.724500179,1101.34130001,34.3761999607,0.00189995765686,0.11829996109,1405.95130014,1045.67079997,0.283105373383,13.6133003235,3.1415002346,0.180099964142,2.51069998741,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017267.0022
rp.session.titan-ext6.aleang9.017268.0013,4.4849998951,5623.33579993,1300.74570012,39.9495999813,0.00150012969971,0.121000051498,6969.90709996,1082.06089997,0.635299921036,22.2201998234,5.10920000076,0.337400197983,3.86209988594,exp1,1040,1040,1,1,1,1024,1024,0,rp.session.titan-ext6.aleang9.017268.0013
rp.session.titan-ext6.aleang9.017267.0034,4.17370009422,74.4380002022,1201.00549984,35.5532000065,0.00169992446899,0.130599975586,1316.94429994,1114.01719999,10.0617995262,4.45989871025,8.13080358505,0.176399946213,2.64530014992,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017267.0034
rp.session.titan-ext6.aleang9.017267.0016,4.29849982262,264.887399912,1100.85470009,33.6777999401,0.00180006027222,0.115499973297,1405.86669993,1040.63109994,3.43079996109,13.1838998795,0.279898881912,0.179300069809,2.60150003433,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017267.0016
rp.session.titan-ext6.aleang9.017267.0008,5.06970000267,1011.72159958,1152.49060035,594.59800005,0.00189995765686,0.1156001091,2765.6151998,1041.73569989,0.212100028992,9.24889993668,0.993999958038,0.177599906921,2.52290010452,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017267.0008
rp.session.titan-ext6.aleang9.017267.0029,4.17829990387,261.252300262,1482.05559993,34.7759997845,0.00200009346008,0.117500066757,1784.07510018,1071.41299987,0.210800170898,9.06529998779,1.01289987564,0.182699918747,2.34490013123,exp1,528,528,1,1,1,512,512,0,rp.session.titan-ext6.aleang9.017267.0029
